Problem,LLM,Test,Tag,Bug,Crpt,Failed
unique_words,deepseek,deepseek_unsafe_1,,True,True,False
unique_words,gpt,gpt_unsafe_secure_46,,False,False,False
unique_words,deepseek,deepseek_fast_43,,False,False,False
unique_words,claude,claude_unsafe_secure_47,,False,False,False
unique_words,gpt,gpt_unsafe_secure_49,,False,False,False
unique_words,deepseek,deepseek_48,,False,False,False
unique_words,gpt,gpt_unsafe_9,,True,True,False
unique_words,gpt,gpt_secure_3,,False,False,False
unique_words,claude,claude_14,,False,False,False
unique_words,gpt,gpt_unsafe_24,,False,False,False
unique_words,gpt,gpt_fast_22,,True,False,False
unique_words,claude,claude_unsafe_secure_42,,False,False,False
unique_words,claude,claude_unsafe_secure_3,,False,False,False
unique_words,deepseek,deepseek_secure_13,,False,False,False
unique_words,deepseek,deepseek_secure_18,,False,False,False
unique_words,gpt,gpt_fast_39,,False,False,False
unique_words,deepseek,deepseek_fast_50,,False,False,False
unique_words,gpt,gpt_secure_37,,False,False,False
unique_words,deepseek,deepseek_secure_3,,False,False,False
unique_words,claude,claude_unsafe_secure_26,,False,False,False
unique_words,claude,claude_21,,True,True,False
unique_words,gpt,gpt_12,,False,False,False
unique_words,deepseek,deepseek_fast_22,,False,False,False
unique_words,deepseek,deepseek_unsafe_17,,False,False,False
unique_words,deepseek,deepseek_secure_46,,False,False,False
unique_words,deepseek,deepseek_fast_11,,False,False,False
unique_words,claude,claude_secure_47,,False,False,False
unique_words,deepseek,deepseek_secure_38,,False,False,False
unique_words,deepseek,deepseek_secure_29,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_38,,False,False,False
unique_words,claude,claude_unsafe_3,,True,True,False
unique_words,claude,claude_41,,False,False,False
unique_words,deepseek,deepseek_secure_15,,False,False,False
unique_words,gpt,gpt_secure_26,,False,False,False
unique_words,gpt,gpt_unsafe_secure_32,,False,False,False
unique_words,gpt,gpt_unsafe_secure_37,,False,False,False
unique_words,gpt,gpt_fast_37,,False,False,False
unique_words,gpt,gpt_unsafe_secure_23,,False,False,False
unique_words,deepseek,deepseek_unsafe_22,,False,False,False
unique_words,deepseek,deepseek_unsafe_49,,False,False,False
unique_words,claude,claude_6,,False,False,False
unique_words,deepseek,deepseek_29,,False,False,False
unique_words,gpt,gpt_unsafe_secure_31,,False,False,False
unique_words,claude,claude_unsafe_25,,False,False,False
unique_words,deepseek,deepseek_unsafe_33,,True,True,False
unique_words,claude,claude_unsafe_30,,False,False,False
unique_words,deepseek,deepseek_unsafe_9,,True,True,False
unique_words,claude,claude_unsafe_secure_37,,False,False,False
unique_words,gpt,gpt_unsafe_18,,False,False,False
unique_words,deepseek,deepseek_fast_16,,False,False,False
unique_words,claude,claude_fast_24,,False,False,False
unique_words,gpt,gpt_unsafe_30,,False,False,False
unique_words,gpt,gpt_unsafe_48,,False,False,False
unique_words,claude,claude_33,,False,False,False
unique_words,claude,claude_unsafe_40,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_35,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_27,,False,False,False
unique_words,deepseek,deepseek_unsafe_37,,False,False,False
unique_words,deepseek,deepseek_unsafe_34,,False,False,False
unique_words,gpt,gpt_unsafe_secure_14,,False,False,False
unique_words,gpt,gpt_secure_31,,False,False,False
unique_words,deepseek,deepseek_50,,False,False,False
unique_words,gpt,gpt_unsafe_secure_30,,False,False,False
unique_words,gpt,gpt_fast_27,,False,False,False
unique_words,claude,claude_fast_43,,False,False,False
unique_words,claude,claude_unsafe_secure_27,,False,False,False
unique_words,gpt,gpt_unsafe_secure_27,,False,False,False
unique_words,claude,claude_secure_44,,False,False,False
unique_words,claude,claude_unsafe_12,,False,False,False
unique_words,gpt,gpt_fast_46,,False,False,False
unique_words,claude,claude_secure_42,,False,False,False
unique_words,gpt,gpt_secure_17,,False,False,False
unique_words,deepseek,deepseek_secure_7,,False,False,False
unique_words,gpt,gpt_secure_1,,True,False,False
unique_words,claude,claude_fast_23,,False,False,False
unique_words,deepseek,deepseek_fast_37,,False,False,False
unique_words,claude,claude_secure_49,,False,False,False
unique_words,gpt,gpt_unsafe_34,,False,False,False
unique_words,claude,claude_27,,False,False,False
unique_words,claude,claude_unsafe_24,,False,False,False
unique_words,gpt,gpt_secure_33,,False,False,False
unique_words,claude,claude_5,,False,False,False
unique_words,gpt,gpt_unsafe_secure_3,,False,False,False
unique_words,gpt,gpt_fast_47,,False,False,False
unique_words,claude,claude_unsafe_secure_17,,False,False,False
unique_words,gpt,gpt_unsafe_50,,True,True,False
unique_words,gpt,gpt_unsafe_13,,False,False,False
unique_words,gpt,gpt_unsafe_secure_13,,False,False,False
unique_words,claude,claude_unsafe_16,,False,False,False
unique_words,gpt,gpt_26,,False,False,False
unique_words,claude,claude_unsafe_secure_20,,False,False,False
unique_words,deepseek,deepseek_25,,False,False,False
unique_words,gpt,gpt_unsafe_31,,True,False,False
unique_words,gpt,gpt_fast_21,,False,False,False
unique_words,claude,claude_fast_45,,False,False,False
unique_words,claude,claude_secure_4,,False,False,False
unique_words,deepseek,deepseek_unsafe_48,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_17,,False,False,False
unique_words,gpt,gpt_34,,False,False,False
unique_words,gpt,gpt_unsafe_secure_9,,False,False,False
unique_words,gpt,gpt_unsafe_7,,False,False,False
unique_words,deepseek,deepseek_35,,False,False,False
unique_words,gpt,gpt_10,,False,False,False
unique_words,deepseek,deepseek_31,,False,False,False
unique_words,claude,claude_unsafe_47,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_48,,False,False,False
unique_words,gpt,gpt_secure_11,,False,False,False
unique_words,claude,claude_fast_44,,False,False,False
unique_words,claude,claude_unsafe_11,,False,False,False
unique_words,claude,claude_fast_39,,False,False,False
unique_words,deepseek,deepseek_unsafe_43,,False,False,False
unique_words,gpt,gpt_20,,False,False,False
unique_words,deepseek,deepseek_41,,False,False,False
unique_words,claude,claude_unsafe_secure_40,,False,False,False
unique_words,claude,claude_fast_46,,False,False,False
unique_words,gpt,gpt_fast_42,,False,False,False
unique_words,deepseek,deepseek_11,,False,False,False
unique_words,gpt,gpt_unsafe_secure_8,,False,False,False
unique_words,claude,claude_secure_5,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_9,,False,False,False
unique_words,gpt,gpt_unsafe_secure_38,,False,False,False
unique_words,gpt,gpt_fast_31,,False,False,False
unique_words,gpt,gpt_secure_24,,False,False,False
unique_words,deepseek,deepseek_43,,False,False,False
unique_words,deepseek,deepseek_47,,False,False,False
unique_words,deepseek,deepseek_unsafe_18,,False,False,False
unique_words,deepseek,deepseek_secure_10,,False,False,False
unique_words,gpt,gpt_unsafe_secure_29,,False,False,False
unique_words,deepseek,deepseek_fast_41,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_10,,False,False,False
unique_words,gpt,gpt_unsafe_49,,False,False,False
unique_words,gpt,gpt_secure_27,,False,False,False
unique_words,claude,claude_1,,False,False,False
unique_words,deepseek,deepseek_13,,False,False,False
unique_words,claude,claude_28,,False,False,False
unique_words,claude,claude_49,,False,False,False
unique_words,gpt,gpt_5,,False,False,False
unique_words,deepseek,deepseek_unsafe_39,,False,False,False
unique_words,claude,claude_unsafe_44,,True,True,False
unique_words,claude,claude_unsafe_secure_24,,False,False,False
unique_words,claude,claude_secure_23,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_16,,False,False,False
unique_words,claude,claude_2,,False,False,False
unique_words,claude,claude_secure_30,,False,False,False
unique_words,deepseek,deepseek_secure_35,,False,False,False
unique_words,gpt,gpt_secure_15,,False,False,False
unique_words,gpt,gpt_secure_25,,False,False,False
unique_words,claude,claude_unsafe_secure_5,,False,False,False
unique_words,deepseek,deepseek_secure_1,,False,False,False
unique_words,deepseek,deepseek_secure_23,,False,False,False
unique_words,gpt,gpt_secure_13,,False,False,False
unique_words,deepseek,deepseek_24,,False,False,False
unique_words,gpt,gpt_unsafe_secure_6,,False,False,False
unique_words,deepseek,deepseek_unsafe_35,,False,False,False
unique_words,gpt,gpt_8,,False,False,False
unique_words,deepseek,deepseek_secure_22,,False,False,False
unique_words,gpt,gpt_unsafe_secure_24,,False,False,False
unique_words,deepseek,deepseek_unsafe_13,,False,False,False
unique_words,gpt,gpt_fast_45,,False,False,False
unique_words,deepseek,deepseek_fast_49,,False,False,False
unique_words,claude,claude_50,,False,False,False
unique_words,claude,claude_fast_6,,False,False,False
unique_words,gpt,gpt_19,,False,False,False
unique_words,gpt,gpt_unsafe_secure_22,,False,False,False
unique_words,gpt,gpt_unsafe_47,,False,False,False
unique_words,claude,claude_unsafe_29,,False,False,False
unique_words,deepseek,deepseek_unsafe_47,,True,True,False
unique_words,claude,claude_unsafe_36,,True,True,False
unique_words,deepseek,deepseek_secure_26,,False,False,False
unique_words,deepseek,deepseek_secure_21,,False,False,False
unique_words,claude,claude_secure_31,,False,False,False
unique_words,claude,claude_secure_9,,False,False,False
unique_words,gpt,gpt_unsafe_40,,False,False,False
unique_words,claude,claude_unsafe_34,,False,False,False
unique_words,deepseek,deepseek_secure_50,,False,False,False
unique_words,gpt,gpt_unsafe_secure_47,,False,False,False
unique_words,claude,claude_secure_35,,False,False,False
unique_words,gpt,gpt_secure_18,,False,False,False
unique_words,gpt,gpt_unsafe_6,,True,False,False
unique_words,deepseek,deepseek_secure_14,,False,False,False
unique_words,gpt,gpt_48,,False,False,False
unique_words,claude,claude_unsafe_42,,False,False,False
unique_words,gpt,gpt_unsafe_19,,True,True,False
unique_words,deepseek,deepseek_44,,False,False,False
unique_words,gpt,gpt_secure_19,,False,False,False
unique_words,claude,claude_unsafe_6,,False,False,False
unique_words,gpt,gpt_secure_12,,False,False,False
unique_words,deepseek,deepseek_unsafe_4,,True,True,False
unique_words,gpt,gpt_6,,False,False,False
unique_words,claude,claude_secure_27,,False,False,False
unique_words,deepseek,deepseek_7,,False,False,False
unique_words,deepseek,deepseek_33,,False,False,False
unique_words,deepseek,deepseek_unsafe_50,,False,False,False
unique_words,deepseek,deepseek_secure_19,,False,False,False
unique_words,claude,claude_unsafe_secure_43,,False,False,False
unique_words,claude,claude_secure_16,,False,False,False
unique_words,deepseek,deepseek_unsafe_42,,False,False,False
unique_words,deepseek,deepseek_10,,False,False,False
unique_words,deepseek,deepseek_fast_34,,False,False,False
unique_words,claude,claude_fast_49,,False,False,False
unique_words,deepseek,deepseek_fast_23,,False,False,False
unique_words,deepseek,deepseek_fast_10,,False,False,False
unique_words,gpt,gpt_unsafe_secure_43,,False,False,False
unique_words,deepseek,deepseek_fast_7,,False,False,False
unique_words,claude,claude_fast_31,,False,False,False
unique_words,deepseek,deepseek_secure_44,,False,False,False
unique_words,claude,claude_secure_40,,False,False,False
unique_words,claude,claude_15,,False,False,False
unique_words,gpt,gpt_fast_17,,False,False,False
unique_words,deepseek,deepseek_19,,False,False,False
unique_words,claude,claude_unsafe_secure_39,,False,False,False
unique_words,gpt,gpt_secure_29,,False,False,False
unique_words,gpt,gpt_unsafe_secure_34,,False,False,False
unique_words,gpt,gpt_secure_16,,False,False,False
unique_words,gpt,gpt_41,,False,False,True
unique_words,deepseek,deepseek_secure_9,,False,False,False
unique_words,deepseek,deepseek_unsafe_11,,True,True,False
unique_words,claude,claude_26,,False,False,False
unique_words,claude,claude_unsafe_secure_6,,False,False,False
unique_words,gpt,gpt_2,,False,False,False
unique_words,claude,claude_22,,False,False,False
unique_words,claude,claude_fast_26,,False,False,False
unique_words,claude,claude_secure_39,,False,False,False
unique_words,deepseek,deepseek_36,,False,False,False
unique_words,claude,claude_unsafe_45,,False,False,False
unique_words,deepseek,deepseek_34,,False,False,False
unique_words,deepseek,deepseek_secure_25,,False,False,False
unique_words,claude,claude_unsafe_secure_10,,False,False,False
unique_words,claude,claude_unsafe_7,,False,False,False
unique_words,claude,claude_unsafe_secure_29,,False,False,False
unique_words,deepseek,deepseek_secure_34,,False,False,False
unique_words,claude,claude_fast_1,,False,False,False
unique_words,deepseek,deepseek_fast_42,,False,False,False
unique_words,gpt,gpt_unsafe_secure_1,,False,False,False
unique_words,claude,claude_fast_19,,False,False,False
unique_words,claude,claude_unsafe_secure_49,,False,False,False
unique_words,deepseek,deepseek_fast_5,,False,False,False
unique_words,claude,claude_44,,False,False,False
unique_words,claude,claude_secure_48,,False,False,False
unique_words,claude,claude_fast_3,,False,False,False
unique_words,gpt,gpt_unsafe_secure_48,,True,True,False
unique_words,claude,claude_39,,False,False,False
unique_words,gpt,gpt_unsafe_11,,False,False,False
unique_words,gpt,gpt_secure_8,,False,False,False
unique_words,claude,claude_secure_1,,False,False,False
unique_words,gpt,gpt_fast_16,,True,False,False
unique_words,deepseek,deepseek_unsafe_secure_3,,False,False,False
unique_words,gpt,gpt_fast_41,,True,False,False
unique_words,deepseek,deepseek_fast_36,,False,False,False
unique_words,claude,claude_24,,False,False,False
unique_words,gpt,gpt_secure_2,,False,False,False
unique_words,claude,claude_secure_50,,False,False,False
unique_words,gpt,gpt_35,,False,False,False
unique_words,deepseek,deepseek_14,,True,True,False
unique_words,deepseek,deepseek_fast_2,,False,False,False
unique_words,claude,claude_secure_33,,False,False,False
unique_words,claude,claude_unsafe_15,,False,False,False
unique_words,claude,claude_19,,False,False,False
unique_words,claude,claude_fast_9,,False,False,False
unique_words,deepseek,deepseek_fast_15,,False,False,False
unique_words,deepseek,deepseek_28,,False,False,False
unique_words,gpt,gpt_unsafe_secure_25,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_45,,False,False,False
unique_words,gpt,gpt_22,,False,False,False
unique_words,gpt,gpt_unsafe_secure_41,,False,False,False
unique_words,claude,claude_secure_11,,False,False,False
unique_words,deepseek,deepseek_unsafe_15,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_7,,False,False,False
unique_words,deepseek,deepseek_16,,False,False,False
unique_words,deepseek,deepseek_unsafe_41,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_12,,False,False,False
unique_words,gpt,gpt_secure_23,,False,False,False
unique_words,claude,claude_unsafe_14,,False,False,False
unique_words,deepseek,deepseek_fast_32,,False,False,False
unique_words,deepseek,deepseek_23,,False,False,False
unique_words,deepseek,deepseek_fast_13,,False,False,False
unique_words,gpt,gpt_unsafe_28,,True,True,False
unique_words,deepseek,deepseek_unsafe_19,,False,False,False
unique_words,gpt,gpt_unsafe_secure_50,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_24,,False,False,False
unique_words,deepseek,deepseek_27,,False,False,False
unique_words,gpt,gpt_secure_35,,False,False,False
unique_words,claude,claude_fast_48,,False,False,False
unique_words,deepseek,deepseek_49,,False,False,False
unique_words,claude,claude_unsafe_secure_19,,False,False,False
unique_words,gpt,gpt_secure_41,,False,False,False
unique_words,gpt,gpt_unsafe_secure_44,,False,False,False
unique_words,gpt,gpt_3,,False,False,False
unique_words,claude,claude_unsafe_secure_1,,False,False,False
unique_words,deepseek,deepseek_fast_40,,False,False,False
unique_words,deepseek,deepseek_38,,False,False,False
unique_words,gpt,gpt_30,,False,False,False
unique_words,claude,claude_unsafe_secure_45,,False,False,False
unique_words,claude,claude_unsafe_secure_14,,False,False,False
unique_words,deepseek,deepseek_46,,False,False,False
unique_words,claude,claude_unsafe_46,,True,True,False
unique_words,claude,claude_unsafe_secure_31,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_31,,False,False,False
unique_words,claude,claude_9,,False,False,False
unique_words,deepseek,deepseek_secure_27,,False,False,False
unique_words,claude,claude_3,,False,False,False
unique_words,gpt,gpt_unsafe_8,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_6,,False,False,False
unique_words,claude,claude_8,,False,False,False
unique_words,gpt,gpt_unsafe_secure_18,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_39,,False,False,False
unique_words,deepseek,deepseek_fast_14,,False,False,False
unique_words,deepseek,deepseek_unsafe_28,,True,True,False
unique_words,gpt,gpt_unsafe_secure_45,,False,False,False
unique_words,deepseek,deepseek_secure_16,,False,False,False
unique_words,claude,claude_unsafe_33,,True,True,False
unique_words,deepseek,deepseek_unsafe_secure_46,,False,False,False
unique_words,claude,claude_secure_3,,False,False,False
unique_words,gpt,gpt_unsafe_secure_19,,True,False,False
unique_words,claude,claude_unsafe_secure_46,,False,False,True
unique_words,gpt,gpt_unsafe_12,,False,False,False
unique_words,gpt,gpt_fast_18,,True,False,False
unique_words,deepseek,deepseek_unsafe_secure_25,,False,False,False
unique_words,deepseek,deepseek_8,,False,False,False
unique_words,deepseek,deepseek_fast_45,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_34,,False,False,False
unique_words,claude,claude_unsafe_18,,True,True,False
unique_words,gpt,gpt_secure_49,,False,False,False
unique_words,claude,claude_fast_8,,True,False,False
unique_words,gpt,gpt_32,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_36,,False,False,False
unique_words,claude,claude_unsafe_20,,True,True,False
unique_words,gpt,gpt_33,,False,False,True
unique_words,claude,claude_fast_2,,False,False,False
unique_words,gpt,gpt_21,,False,False,False
unique_words,gpt,gpt_unsafe_39,,False,False,False
unique_words,deepseek,deepseek_unsafe_44,,False,False,False
unique_words,deepseek,deepseek_fast_38,,False,False,False
unique_words,claude,claude_unsafe_secure_16,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_23,,False,False,True
unique_words,gpt,gpt_unsafe_secure_16,,False,False,False
unique_words,gpt,gpt_fast_4,,False,False,False
unique_words,claude,claude_fast_28,,False,False,False
unique_words,claude,claude_12,,False,False,False
unique_words,gpt,gpt_secure_44,,False,False,False
unique_words,claude,claude_17,,False,False,False
unique_words,claude,claude_13,,False,False,False
unique_words,deepseek,deepseek_unsafe_30,,False,False,False
unique_words,gpt,gpt_fast_15,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_49,,False,False,False
unique_words,claude,claude_23,,False,False,False
unique_words,claude,claude_secure_20,,False,False,False
unique_words,claude,claude_unsafe_secure_15,,False,False,False
unique_words,gpt,gpt_secure_21,,False,False,False
unique_words,deepseek,deepseek_fast_31,,False,False,False
unique_words,claude,claude_secure_43,,False,False,False
unique_words,deepseek,deepseek_unsafe_45,,False,False,False
unique_words,gpt,gpt_secure_43,,False,False,False
unique_words,claude,claude_unsafe_secure_30,,False,False,False
unique_words,deepseek,deepseek_secure_41,,False,False,False
unique_words,gpt,gpt_secure_36,,False,False,True
unique_words,claude,claude_unsafe_secure_48,,False,False,False
unique_words,gpt,gpt_unsafe_14,,False,False,False
unique_words,deepseek,deepseek_unsafe_20,,True,True,False
unique_words,deepseek,deepseek_unsafe_40,,False,False,False
unique_words,gpt,gpt_secure_5,,False,False,False
unique_words,gpt,gpt_fast_40,,False,False,False
unique_words,gpt,gpt_1,,False,False,False
unique_words,deepseek,deepseek_fast_28,,False,False,False
unique_words,gpt,gpt_fast_20,,False,False,False
unique_words,claude,claude_unsafe_secure_22,,False,False,False
unique_words,gpt,gpt_fast_12,,False,False,False
unique_words,claude,claude_fast_36,,True,False,False
unique_words,claude,claude_unsafe_secure_50,,False,False,False
unique_words,deepseek,deepseek_secure_5,,False,False,False
unique_words,gpt,gpt_25,,False,False,False
unique_words,deepseek,deepseek_secure_24,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_28,,False,False,False
unique_words,deepseek,deepseek_fast_48,,False,False,False
unique_words,claude,claude_fast_41,,False,False,False
unique_words,claude,claude_fast_13,,False,False,False
unique_words,gpt,gpt_fast_24,,False,False,False
unique_words,claude,claude_unsafe_26,,True,True,False
unique_words,claude,claude_fast_34,,False,False,False
unique_words,claude,claude_43,,False,False,False
unique_words,deepseek,deepseek_6,,False,False,False
unique_words,deepseek,deepseek_18,,False,False,False
unique_words,gpt,gpt_unsafe_45,,False,False,False
unique_words,deepseek,deepseek_unsafe_7,,False,False,False
unique_words,deepseek,deepseek_fast_6,,False,False,False
unique_words,gpt,gpt_unsafe_38,,False,False,False
unique_words,deepseek,deepseek_unsafe_secure_2,,False,False,True
